id,title,url,summary,score,timestamp,highlights,query_text
DL-89b29cced24690516b800d1da5d9bc3c,Sweet chocolate with skimmed milk powder is like a birthday party at home.,https://receitasdepesos.com.br/?p=290049,"Condensed milk chocolate cake is a universal classic, loved all over the world. An average 100-gram slice contains about 360 calories, which can vary depending on the coating and the type of irrigation used. The combination of a lightweight mass with creamy loaf creates a balanced and irresistible loaf.",28.229816,2025-06-09T18:30:00+00:00,"['The condensed milk chocolate cake is the kind of dessert that conquers simplicity and signature flavor.', 'The Origin of the Condensed Milk Chocolate Cake Recipe The chocolate cake is a universal classic, loved all over the world. Already, condensed milk powder is very Brazilian, used a lot by wealthy housewives as handkerchiefs and sweethearts.', 'The combination of those two delicacies resulted in the condensed milk chocolate cake, typical of birthday parties in Brazil and always present in family recipe books. How many calories does a condensed milkshake have?']",Cake recipes
DL-424eff3869623943ba2829c93fc86904,No oil and no sour cream: this is what makes this cake crispy and honey - a recipe from childhood,https://www.newsinfo.ru/news/honey-crunch-cake/886833/,"The author of the recipe, Lydia Alexandrovna, shared a proven way that will bring you back to childhood from the first spoon. Mix the dough from the eggs, milk, salt and flour. It should be dense, but not sticky. Slice finely and cut into pieces. Put on a napkin to remove excess oil.",27.269196,2025-06-08T21:13:00+00:00,[],Cake recipes
DL-0caa7b114867886f3f9ad6d1194616a8,"How to make the famous Malaga crazy cakes, the typical Andalusian dessert that is irresistible and very easy to prepare",https://www.infobae.com/espana/2025/06/04/como-hacer-las-famosas-tortas-locas-malaguenas-el-postre-tipico-de-andalucia-que-es-irresistible-y-muy-facil-de-preparar/,"Malaga crazy cakes are known as loquitas, although their original name is Malaga. The recipe is an exquisite combination of hojaldre and pastry cream, which can be prepared simply. It is one of the most representative delicacies of Andalusian pastry.",26.831255,2025-06-04T12:35:31,"['As its name suggests, Malaga crazy cakes are a delicious traditional cake from the Malaga region. It is a recipe that has been passed down from generation to generation, highlighting its taste and simplicity.', 'It is an ideal dish to share in family gatherings or as a dessert for a special meal. Recipe for crazy Malaga cakes The key to making crazy Malaga cakes is to prepare a good bun.', 'Spread the meringue over the pastry cream and bake again for 10 minutes or until the meringue is slightly golden. Let cool before slicing and serve. How many servings does this recipe contain? This crazy Malaga cake recipe contains about 8 servings.']",Cake recipes
DL-60ea06fdaf1dbede05132b71a3a1e41f,"Fast Recipe, Incredible Taste: See How to Make That Little Pie",https://receitasdepesos.com.br/receita-rapida-sabor-incrivel-veja-como-fazer-esse-bolo-molhadinho.html/,"This recipe is ideal for beginners in cooking, because it doesn't require batting or complicated techniques. Its distinctive feature is the embodied texture and intense taste of the chocolate. The origins of chocolate cake go back to the 19th century, when chocolate cake became popular in Europe and later in the Americas.",26.280327,2025-06-04T11:30:00+00:00,"['Popular at parties, at afternoon coffees or as a daily dish, this cake is a classic that never goes out of style. How did you come up with the recipe for Little Buttermilk Chocolate Pie?', 'Nutritional information for recipe and yield: Nutritional information: Type of recipe: Cake Preparation time: 10 minutes Baking time: 35 minutes Total time: 45 minutes Yield: 10 servings Calories per serving: 280 calories (on average) Ingredients for', ""Final Considerations The little liquidator chocolate cake is the perfect choice for those who want an easy, quick and delicious treat. Try this practical recipe and surprise everyone with a cake you'll throw in your mouth.""]",Cake recipes
DL-80cbb7846280dfad5b414b5d0a3d597b,Tea and chocolate - but in a new way: these cakes with an unexpected taste combination tear down the roof at a glance - a delight for sweeties and not only,https://24smi.org/article/418539-chai-i-shokolad-no-po-novomu-eti-pirozhnye-s-neozh.html,"We offer a recipe for delicate cakes based on simple and affordable products. For the dough: flour - 100 g; butter -100 g, almond and sugar powder - 50 g. Add the flour and mix by hand until a homogeneous mass is obtained. Place on a pan and put in the oven for 10 min. at 170 °C. Remove, cool and cut the round bases under the cakes with a glass or a cooking ring.",25.672245,2025-06-04T10:16:18+00:00,['Tea and chocolate are the standard dessert combination. But a refreshing drink and delicacy can easily turn into ingredients of sweet treats. We offer a recipe for delicate cakes based on simple and affordable products.'],Cake recipes
DL-7a0347c9720b90132c7e7991135cf079,You won’t believe what this incredibly delicate cake is made of until you read the recipe to the end,https://www.pravda.ru/news/recipes/2230838-no-bake-layered-dessert/,"This cake is a real gift for those who love sweet, but do not want to drink long at the stove. Its preparation is so simple that even a child can cope with it. But despite its lightness, the taste is surprisingly delicate, with soft coffee notes and creamy texture.",21.724457,2025-06-06T15:37:00+00:00,[],Cake recipes
DL-b14911a5ad43bebb80dc662c07094267,"Creamy, hot chocolate doughnut for a cool night's sleep.",https://receitason.com/receita-de-chocolate-quente-cremoso-de-panela-para-noites-frias/,"Creamy hot chocolate is one of those recipes that pop up as the temperature drops. This version is perfect for serving on cold days, accompanying a simple cake or even taking to work in a thermal can. You can add half a pinch of bitter chocolate at the end.",21.57198,2025-06-05T10:20:29+00:00,"['Creamy hot chocolate is one of those recipes that pops up as the temperature drops. This version is perfect for serving on cold days, accompanying a simple cake or even taking to work in a thermal can.', 'Ingredients for creamy hot chocolate 2 ounces of milk (480ml) 2 teaspoons powdered or ground chocolate (30g) 1 teaspoon starch (10g) 2 teaspoons sugar (30g) 1/2 teaspoon cream (100g) 1 pinch of cinnamon (optional) How to make creamy hot chocolate Dissolve']",Cake recipes
DL-3249d646485f0074fdc9ce42fb3eb7db,Nigella Lawson's lemon cake has a 'miraculous' texture and is 'ridiculously easy to make',https://www.express.co.uk/life-style/food/2063737/nigella-lawson-lemon-cake-recipe,"Nigella Lawson's lemon cake with blueberry compote is an ideal dessert for warm-weather dining this summer. It takes just 30 minutes to bake and can be a light and bright finish to an outdoor meal, barbecue or picnic. The recipe serves between eight and twelve people and is a scented with lemon rather than tingling with it.",21.273191,2025-06-05T07:00:00+00:00,"[""Nigella Lawson's lemon cake with blueberry compote may look elegant and elaborate, but it’s quite simple to make. It takes just 30 minutes to bake and can be a light and bright finish to an outdoor meal, barbecue or picnic this summer."", 'The food writer described the recipe on her website: ""This cake has a miraculous texture — almost like a super-aerated fluffy pancake — and a delicate flavour; it is scented with lemon rather than tingling with it.', ""Read our Privacy Policy\nNigella Lawson's lemon cake with blueberry compote recipe\n225 grams plain flour\nOne and a half teaspoons of baking powder\nHalf a teaspoon of bicarbonate of soda\nHalf teaspoon fine sea salt\n150ml of vegetable oil (plus more for""]",Cake recipes
DL-f5aeb82300543598a49e68a4dc345464,The In the Kitchen Installation,https://www.rri.ro/en/features-and-reports/world-of-culture/the-in-the-kitchen-installation-id895765.html,"""The simple joy of being in the kitchen, of enjoying homemade cakes and cookies, left an irreplaceable mark on our lives as children and teenagers"" Ana-Cristina Irian and Cristian Bassa propose an intimate installation built around the kitchen table, a place that brings together culinary recipes handwritten by the artists’ mothers, family photos and the silent presence of memory.",18.143738,2025-06-07T11:00:00+00:00,"['Cake recipes from mom” by artists Ana-Cristina Irian and Cristian Bassa will take place at the Celula de Artă Gallery in the center of the capital. Cristina Irian is a visual artist, researcher and curator.', 'Track: “The idea of transforming our mothers’ cake recipes into the artistic installation “In the Kitchen”, hosted by the art cell, probably came from the trauma experienced, from the long-lasting and double-edged personal experience, that of loss and', 'A transformed recipe in the cake can make a lack of ingredients more bearable. Cake recipes can be considered a form of emotional language.']",Cake recipes
DL-a7d0e0f5f05fa16a261e5946480fa306,"Paul Hollywood's go-to summer bakes, including a mouthwatering sausage plait",https://inews.co.uk/inews-lifestyle/paul-hollywoods-summer-bakes-sausage-plait-3735374,"Paul Hollywood’s latest creations bring a touch of bakery brilliance to your summer table. From a savoury quiche perfect for sharing to a celebration cake that pairs beautifully with chilled wine, these recipes are made for sunshine, seasonal produce.",17.593721,2025-06-07T05:00:00+00:00,"['From a savoury quiche perfect for sharing to a celebration cake that pairs beautifully with chilled wine, these recipes are made for sunshine, seasonal produce, and good company.\n“Summer is a great time to celebrate local produce,” says Hollywood.']",Cake recipes
DL-b86fa5b74041b8aaa95b6bd9828016f6,"BELA PUTER TORTA: Perfectly simple, juicy and creamy! One ingredient you can make your own.",https://zena.blic.rs/lifestyle/bela-puter-torta-sa-jagodama-recept-za-kremastu-poslasticu-bez-premca/hb56qz3,"In sweetened milk, make a pudding with white chocolate infused, and when the pudding cools down, sprinkle with sour cream. Fill it with half a pinch of phyllo pastry, over which you put another berry, a straw that's jammed, and you sprinkle with straw and berries. As it goes into this cake and jam from the berries, here's a quick recipe for you to make your own.",16.115995,2025-06-04T09:37:00+00:00,"[""As it goes into this cake and jam from the berries, here's a quick recipe for you to make your own.""]",Cake recipes
DL-b745079936c6b72e50fd732e3cf35443,Rich & Moist Lemon Cheesecake Cake,https://recipesfiber.com/rich-moist-lemon-cheesecake-cake,"Rich & Moist Lemon Cheesecake Cake is a marriage of two beloved treats: the comforting cake and creamy cheesecake, brought together with a punch of bright lemon flavor. With every bite, you’ll enjoy a harmonious balance of zesty citrus and velvety smoothness – making it the ultimate dessert for any occasion. What makes this recipe even more enticing is its straightforward preparation – anyone can create this showstopper at home, saving both time and money.",15.482201,2025-06-09T11:44:25+00:00,"['If you’ve ever tried my Creamy Chocolate Layered Cheesecake, you already know how truly satisfying homemade cakes can be compared to store-bought versions. So gather your ingredients and let’s turn a simple day into something memorable!', 'Its creamy cheesecake layer keeps the cake super moist, while a bright lemon flavor makes it irresistibly fresh and vibrant. Whether you’re an experienced baker or just starting, you’ll find this recipe refreshingly simple and satisfying.', 'Don’t forget to explore the other recipes on the blog, like my tangy Lemon Loaf or decadent Chocolate Cheesecake, to expand your dessert repertoire.']",Cake recipes
DL-cc8aea67455c37a04a4634ec55d1c701,Pecan Upside Down Cake,https://recipesfiber.com/pecan-upside-down-cake,"This classic dessert comes together quickly using a few pantry staples, making it as easy as it is irresistible. Unlike my popular Pineapple Upside Down Cake, this recipe brings a cozy, nutty twist that readers can’t get enough of.",15.05105,2025-06-06T20:16:47+00:00,"['Unlike my popular Pineapple Upside Down Cake, this recipe brings a cozy, nutty twist that readers can’t get enough of! If you’re craving comfort and simplicity, you’re in for a treat—let’s bake up some sweet memories together.', 'The recipe calls for a quick vanilla cake mix and a handful of classic ingredients, so you never have to stress about complicated steps or fancy gadgets.', 'FAQs\nCan I use a homemade cake batter instead of boxed mix?\nAbsolutely! If you prefer, substitute your favorite homemade vanilla or butter cake recipe for the boxed mix.\nCan I use walnuts instead of pecans?']",Cake recipes
DL-f9b0e30494b887eade1fb9bda268ef2b,Party highlight: How to make traditional flame cake,https://www.einfach-tasty.de/rezepte/grillparty-highlight-so-machst-du-flammkuchen-ganz-einfach-93764369.html,"Flame cake is the perfect classic for your party or get-together. Simply prepared with a few ingredients, it is guaranteed to be a hit with your friends. The combination of creamy schmand, hearty bacon and the fresh touch of onions makes the flame cake the ultimate treat.",13.032047,2025-06-08T06:00:42+00:00,"[""The combination of creamy schmand, hearty bacon and the fresh touch of onions makes the flame cake the ultimate treat. And best of all, it's a simple recipe that even gourmets can master and delight at every (grilled) party."", 'Recipe for classic flame cake: this is how it works The preparation of the flame cake is a breeze – you only need a few ingredients and a little time.', 'More cool flame cake recipes can be found here: Save your way to the bakery, the flame cake buns are homemade double delicious eggs, cheese, quark and low carbohydrates: Low-carb flame cake that does it right for you With legendary taste, the flame cake']",Cake recipes
DL-245c24ee57240ce9a1adb1a68906daf8,Additionally to minced meat: recipe for soft curry potato pastry and how much does it cost for 4 people,https://tn.com.ar/cocina/recetas/2025/06/10/adios-a-la-carne-picada-receta-de-pastel-de-papas-con-pollo-al-curry-suave-y-cuanto-sale-para-4-personas/,"The papaya cake is an indisputable classic of Argentine cuisine. It starts with a generous base of potato puree, soft, creamy and well-cooked. On top of it is placed the filling of chicken boneless, cooked together with sautéed onion, a touch of curry and a little milk or milk cream.",12.736142,2025-06-10T14:38:04,"[""I'll also read: You Didn't Expect It: Very Easy Vegan Bonito Cake Recipe with Lentils and Mushrooms The best thing about this curry potato cake is that it's very easy to prepare, and it can also be accompanied by different toppings, such as a fresh salad""]",Cake recipes
DL-56192be782ce312a47141758c0247ede,"I'm a chef and a guarantor: the lightest, softest carrot pie doesn't take oil or flour.",https://ndmais.com.br/gastronomia/receitas/bolo-de-cenoura-sem-farinha-de-trigo/,"The recipe was taught by a chef named Gabriel Freitas, who has over 5.63 million entries on his YouTube channel. In order to make the recipe, you'll need to gather all the ingredients and follow it all the way through in a wonderful, step-by-step fashion. The carrot cake without wheat flour is a great option for anyone who can't consume gluten.",12.083833,2025-06-05T17:54:17+00:00,"['Did you know what it takes to make a carrot cake without wheat flour? If not, pay attention to that recipe that promises to turn the tide, to leave the cake crisp and delicious.', 'Below, see why this recipe can bring more benefits: Why make carrot cake without wheat flour?', ""With about two million celiacs in Brazil, according to the Fenacelbra, the recipe for a carrot cake without wheat flour is perfect for those people who can't consume gluten.""]",Cake recipes
DL-536399159df0481f742922ea0c62fca8,"No flour or gluten: the recipe for a perfect, low-calorie carrot cake, ideal for maté",https://tn.com.ar/cocina/recetas/2025/06/04/sin-harina-ni-gluten-la-receta-para-una-carrot-cake-perfecta-y-baja-en-calorias-ideal-para-el-mate/,"The carrot cake is a classic of the pastry shop. Ingredients: 2 eggs. 100 g of mascabo sugar, 100 ml of oil. Vanilla essence (to taste). 2 medium crude flattened spines. 2 tbsp. baking powder. 1 handful of chopped nuts. 1 spoonful of chocolate chips.",11.659414,2025-06-05T02:29:33,"['Since there are no traditional sugars, it is a healthier recipe than others. Even with the bitter chocolate chips, a detail that gives it a sweet touch in accordance with its tradition within the pastry shop.', 'The carrot cake is a classic of the pastry shop.', ""I'll also read: No flour or butter: the recipe for making carrot and orange cookies, perfect for maté How to make a healthy carrot cake This recipe was shared by nutritionist Rocío Hughetti, via her Instagram profile (@levartenutricion).""]",Cake recipes
DL-97eef1a680ca9161521997a298e9602a,"Parcoursup: ""Heating the oven, buttering a mould"": when a cooking recipe and algorithm open the doors to the University of Psychology",https://france3-regions.franceinfo.fr/occitanie/haute-garonne/toulouse/parcoursup-prechauffer-le-four-beurrer-un-moule-quand-une-recette-de-cuisine-et-l-algorithme-ouvrent-les-portes-de-l-universite-de-psychologie-3165873.html,"The results of Parcoursup plunge thousands of high school students into anguish. Morgane, a high school student from Toulouse, says she was accepted to the university after she copied and pasted a brownie recipe into her cover letter. The fateful day of assignment results for higher education has passed, these results leave a bitter taste for many students. In the comments to this video, there are some pitfalls.",11.657267,2025-06-05T10:47:08+00:00,"['""Freedom of choice no longer exists"": Parcoursup, a symbol of silent and unequal selection according to researcher Delphine Espagno-Abadie Will this video and brownie recipe call into question the validity of Parcoursup selection?', 'Already in 2022, a high school student from Pau (Pyrénées-Atlantique) had used a cake recipe and had been admitted to study law and health. It should be noted that both of these are non-selective faculty training.']",Cake recipes
